id,link,lane,time,distance,speed
10,AB,FORWARD2,21.5,359.54037564077845,30.430342902888498
8,AB,FORWARD2,21.5,401.42920423207005,30.573169481402786
4,AB,FORWARD2,21.5,565.8516219988403,31.331776754092726
3,AB,FORWARD2,21.5,628.5174140911051,32.76704964444393
1,AB,FORWARD2,21.5,669.7960863928572,32.86088178928017
24,AB,FORWARD1,23.5,83.49208327406441,33.13018529031205
22,AB,FORWARD1,23.5,135.0484333329122,33.36231222191851
16,AB,FORWARD1,23.5,309.5300594545966,33.06915147047288
13,AB,FORWARD1,23.5,394.4680778232237,31.484914264204956
11,AB,FORWARD1,23.5,437.94091108918906,31.58489995271877
9,AB,FORWARD1,23.5,489.8650225951609,32.78308444570768
7,AB,FORWARD1,23.5,555.1581361750517,34.779887722358986
5,AB,FORWARD1,23.5,653.4786958434278,33.05816120826031
21,AB,FORWARD2,23.5,139.53020643456213,31.384142961157146
18,AB,FORWARD2,23.5,251.3550641528065,32.12198130812773
17,AB,FORWARD2,23.5,295.91093134825275,32.55665345646913
12,AB,FORWARD2,23.5,378.4796645735776,30.24747922393077
10,AB,FORWARD2,23.5,420.36743714151936,30.399323589030743
8,AB,FORWARD2,23.5,462.52225483899633,30.522628826001103
4,AB,FORWARD2,23.5,628.4865996673914,31.304625668865743
3,AB,FORWARD2,23.5,694.0315725425316,32.74826579384164
1,AB,FORWARD2,23.5,735.5122108558256,32.85550854675736
24,AB,FORWARD1,25.5,149.79066346990197,33.16663826281344
22,AB,FORWARD1,25.5,201.9615141564908,33.542675537869584
16,AB,FORWARD1,25.5,375.7526672456813,33.14964412618744
13,AB,FORWARD1,25.5,457.39908587798476,31.448677638838422
11,AB,FORWARD1,25.5,501.06083033710377,31.537506756410824
9,AB,FORWARD1,25.5,555.414837861692,32.76750687833991
7,AB,FORWARD1,25.5,624.7661519552772,34.82602271829017
5,AB,FORWARD1,25.5,719.5928782980257,33.0561214102383
21,AB,FORWARD2,25.5,202.318005641947,31.402702860781197
18,AB,FORWARD2,25.5,315.85023924656855,32.36228934047144
17,AB,FORWARD2,25.5,361.21710210191634,32.74104774364787
12,AB,FORWARD2,25.5,438.978296682525,30.252559098276944
10,AB,FORWARD2,25.5,481.14694191505106,30.38186147388885
8,AB,FORWARD2,25.5,523.5298902417921,30.486938110304976
4,AB,FORWARD2,25.5,691.0754346379379,31.285224919576407
3,AB,FORWARD2,25.5,759.5149276692811,32.7359688478662
1,AB,FORWARD2,25.5,801.2191215907073,32.85159571100731
28,AB,FORWARD1,27.5,40.95178490310563,33.31403275734529
24,AB,FORWARD1,27.5,216.1519851927949,33.19339034799833
22,AB,FORWARD1,27.5,269.18800130720484,33.67766281208298
16,AB,FORWARD1,27.5,442.11413975249263,33.20899824229195
13,AB,FORWARD1,27.5,520.2721448255102,31.426111705670273
11,AB,FORWARD1,27.5,564.1002008887416,31.503634247258578
9,AB,FORWARD1,27.5,620.9379677332333,32.75618623201111
7,AB,FORWARD1,27.5,694.4541897876535,34.86043873979165
5,AB,FORWARD1,27.5,785.7035590900699,33.054632482777954
3,AB,FORWARD1,27.5,824.9667834736622,32.78459559554633
1,AB,FORWARD1,27.5,866.4722441935735,32.12752512641001
29,AB,FORWARD2,27.5,18.523318300198262,31.59048477372227
27,AB,FORWARD2,27.5,59.73882909480007,31.796850397871786
21,AB,FORWARD2,27.5,265.13744582708335,31.41605055667728
18,AB,FORWARD2,27.5,380.7622254829028,32.541398956819954
17,AB,FORWARD2,27.5,426.8405487730478,32.8697403797515
12,AB,FORWARD2,27.5,499.494415090378,30.264266360671716
10,AB,FORWARD2,27.5,541.9008123933983,30.373071536435187
8,AB,FORWARD2,27.5,584.4771667864507,30.461699892045058
4,AB,FORWARD2,27.5,753.6312871508425,31.27135255951166
3,AB,FORWARD2,27.5,824.9667834736622,32.78459559554633
1,AB,FORWARD2,27.5,866.4722441935735,32.12752512641001
2,BC,FORWARD2,27.5,919.7663023734985,29.13180041995076
2,BC,FORWARD3,27.5,919.7663023734985,29.13180041995076
28,AB,FORWARD1,29.5,107.7891298362117,33.514390962107015
24,AB,FORWARD1,29.5,282.55933288357204,33.21300700682203
22,AB,FORWARD1,29.5,336.64860335251234,33.77830332862941
16,AB,FORWARD1,29.5,508.5779180626256,33.25268651877008
13,AB,FORWARD1,29.5,583.1097672108173,31.41265639295699
11,AB,FORWARD1,29.5,627.0819681445687,31.479396129214813
9,AB,FORWARD1,29.5,686.4417010971957,32.747956209660835
7,AB,FORWARD1,29.5,764.2018948238756,34.886088217252514
5,AB,FORWARD1,29.5,851.7265841808362,32.897325095454256
31,AB,FORWARD2,29.5,40.40700156718811,31.321727862101646
29,AB,FORWARD2,29.5,81.64718618189363,31.628610074156637
27,AB,FORWARD2,29.5,123.69992062489194,32.14894338845274
21,AB,FORWARD2,29.5,327.97963597353873,31.425645336732455
18,AB,FORWARD2,29.5,445.9840525553205,32.67418123019127
17,AB,FORWARD2,29.5,492.4863645336558,32.72987058829316
12,AB,FORWARD2,29.5,560.0374257676657,30.279015652449868
10,AB,FORWARD2,29.5,602.6429292367437,30.369697400509427
8,AB,FORWARD2,29.5,645.381741161535,30.443835942033775
4,AB,FORWARD2,29.5,816.1635500385895,31.26142833037443
3,BC,FORWARD1,29.5,890.2554685626867,32.51135330791609
1,BC,FORWARD1,29.5,930.3455753047613,31.966565988077054
6,BC,FORWARD2,29.5,900.7995873706614,28.640065065554403
2,BC,FORWARD2,29.5,979.0409291295821,30.155468020188
6,BC,FORWARD3,29.5,900.7995873706614,28.640065065554403
33,AB,FORWARD1,31.5,57.823581113539085,33.71766196059322
28,AB,FORWARD1,31.5,174.9749645095355,33.66464074845916
24,AB,FORWARD1,31.5,349.000420211021,33.22738273835513
22,AB,FORWARD1,31.5,404.28350217726455,33.853120339164406
16,AB,FORWARD1,31.5,575.1169502413829,33.28480108671424
13,AB,FORWARD1,31.5,645.9268690353745,31.40519192970628
11,AB,FORWARD1,31.5,690.022498824731,31.4620372499641
9,AB,FORWARD1,31.5,751.9313315028228,32.74197146358332
7,AB,FORWARD1,31.5,833.9940528542313,34.90519063714929
35,AB,FORWARD2,31.5,21.350184627882285,30.937586630687758
32,AB,FORWARD2,31.5,61.91014137925713,31.061925716882325
31,AB,FORWARD2,31.5,103.10180185483273,31.43351177285631
29,AB,FORWARD2,31.5,145.20106052616399,31.932922194595086
27,AB,FORWARD2,31.5,188.2750524219591,32.414299537679426
21,AB,FORWARD2,31.5,390.83817686278854,31.43254008512044
18,AB,FORWARD2,31.5,511.338065088872,32.62028681511293
17,AB,FORWARD2,31.5,557.6360236869695,32.40613852400128
12,AB,FORWARD2,31.5,620.6110360268749,30.294603590168613
10,AB,FORWARD2,31.5,663.3818290884283,30.369584523888108
8,AB,FORWARD2,31.5,706.2560802637105,30.43118305248268
5,BC,FORWARD1,31.5,917.2014586004502,32.61119967920157
3,BC,FORWARD1,31.5,955.1927222107445,32.46033001893442
1,BC,FORWARD1,31.5,994.5192233683267,32.19654307238021
4,BC,FORWARD2,31.5,878.6789340571984,31.254326070455296
6,BC,FORWARD2,31.5,959.3067746473035,29.918609143437624
2,BC,FORWARD2,31.5,1040.206256422261,30.98075096886673
6,BC,FORWARD3,31.5,959.3067746473035,29.918609143437624
33,AB,FORWARD1,33.5,125.66474612199188,34.10784057152376
28,AB,FORWARD1,33.5,242.421586253504,33.77683721995457
24,AB,FORWARD1,33.5,415.46622762374636,33.237913074762496
22,AB,FORWARD1,33.5,472.04783634430555,33.9086199938618
16,AB,FORWARD1,33.5,641.7112735500074,33.30838489240391
13,AB,FORWARD1,33.5,708.7331789282955,31.401593466276132
11,AB,FORWARD1,33.5,752.9334877209942,31.44959755100907
9,AB,FORWARD1,33.5,817.410705477002,32.73761861095998
35,AB,FORWARD2,33.5,83.02271096163946,30.819812096428453
32,AB,FORWARD2,33.5,124.17177016959188,31.244083079569588
31,AB,FORWARD2,33.5,166.27287001927976,31.74643319156509
29,AB,FORWARD2,33.5,209.36799572520528,32.22627901601506
27,AB,FORWARD2,33.5,253.31120315046869,32.612753713293884
21,AB,FORWARD2,33.5,453.7084658939112,31.43749341574567
18,AB,FORWARD2,33.5,576.304106378669,32.32736312817792
17,AB,FORWARD2,33.5,622.0915743992083,32.05159550634514
12,AB,FORWARD2,33.5,681.2155140789353,30.309734510328227
10,AB,FORWARD2,33.5,724.1225308335805,30.37132420852257
8,AB,FORWARD2,33.5,767.1089989068627,30.422216830771305
7,BC,FORWARD1,33.5,903.8193085294179,34.9194096185627
5,BC,FORWARD1,33.5,982.3056303368453,32.51253456674545
3,BC,FORWARD1,33.5,1020.1561449254857,32.50589641560019
1,BC,FORWARD1,33.5,1059.0912310959632,32.367473650682925
4,BC,FORWARD2,33.5,941.1822372288385,31.24924206506991
6,BC,FORWARD2,33.5,1020.2390969713772,30.98407560836921
2,BC,FORWARD2,33.5,1102.8451383607867,31.633302922839537
38,AB,FORWARD1,35.5,33.261903641338975,33.44797864886442
33,AB,FORWARD1,35.5,194.1932939426255,34.40825286079666
28,AB,FORWARD1,35.5,310.06263837799173,33.86035046048169
24,AB,FORWARD1,35.5,481.9501397783535,33.24562412081838
22,AB,FORWARD1,35.5,539.9081098683196,33.9497237169819
16,AB,FORWARD1,35.5,708.2883485480218,33.228977675402795
13,AB,FORWARD1,35.5,771.5349031656094,31.400423862549534
11,AB,FORWARD1,35.5,815.8233018377841,31.440679129348666
37,AB,FORWARD2,35.5,64.38196340432931,31.707772915879023
35,AB,FORWARD2,35.5,144.87625791158482,31.066039623699954
32,AB,FORWARD2,35.5,186.9826080268899,31.57005140941966
31,AB,FORWARD2,35.5,230.05220530070113,32.020513591597506
29,AB,FORWARD2,35.5,274.0662233767131,32.462616895811415
27,AB,FORWARD2,35.5,318.6911427497016,32.76030588046848
21,AB,FORWARD2,35.5,516.5871943122472,31.441051376033663
18,AB,FORWARD2,35.5,640.6159342270741,31.98512150259075
17,AB,FORWARD2,35.5,685.8669274213295,31.7313807194444
12,AB,FORWARD2,35.5,741.8491671797204,30.3237027415861
10,AB,FORWARD2,35.5,784.8677702510108,30.37401097807652
8,AB,FORWARD2,35.5,827.9467358221937,30.415860944041228
9,BC,FORWARD1,35.5,882.8826191806979,32.73445223180233
7,BC,FORWARD1,35.5,973.66683879772,34.92056144379648
5,BC,FORWARD1,35.5,1047.2992762780952,32.4860797625521
3,BC,FORWARD1,35.5,1085.214180831175,32.55018818641818
1,BC,FORWARD1,35.5,1123.9585602024015,32.49385924936092
14,BC,FORWARD2,35.5,891.6036721057336,28.81914661860365
4,BC,FORWARD2,35.5,1003.6768918038783,31.24560212780989
6,BC,FORWARD2,35.5,1083.1053986176244,31.8532200480746
14,BC,FORWARD3,35.5,891.6036721057336,28.81914661860365
1,CD,FORWARD1,35.5,1123.9585602024015,32.49385924936092
2,CD,FORWARD2,35.5,1166.639863604663,32.14094613006003
38,AB,FORWARD1,37.5,100.39140832506547,33.67171219296335
33,AB,FORWARD1,37.5,263.24911457876703,34.637814067355464
28,AB,FORWARD1,37.5,377.8482426803775,33.92236442318006
24,AB,FORWARD1,37.5,548.4473079224239,33.251269340485884
22,AB,FORWARD1,37.5,607.8393951765702,33.9801292312446
16,AB,FORWARD1,37.5,774.5165501797006,32.98726461399556
13,AB,FORWARD1,37.5,834.3358758843204,31.400720570932585
40,AB,FORWARD2,37.5,42.648842713173146,31.806881510540514
37,AB,FORWARD2,37.5,128.57603709892783,32.4599329722347
35,AB,FORWARD2,37.5,207.35421462328964,31.41477480467083
32,AB,FORWARD2,37.5,250.43087590013667,31.869290005103263
31,AB,FORWARD2,37.5,294.3071152380958,32.22493269106183
29,AB,FORWARD2,37.5,339.1800305322231,32.64325171770356
27,AB,FORWARD2,37.5,384.3261340181638,32.86952821734854
21,AB,FORWARD2,37.5,579.4719843405362,31.44360672901657
18,AB,FORWARD2,37.5,704.2650450333022,31.6710841477456
17,AB,FORWARD2,37.5,749.0534349495567,31.46349762957663
12,AB,FORWARD2,37.5,802.5092943762419,30.336178583237608
10,AB,FORWARD2,37.5,845.6188308089221,30.377076762230534
11,BC,FORWARD1,37.5,878.6979327184188,31.434283221736194
9,BC,FORWARD1,37.5,948.3491058148568,32.73214869036557
7,BC,FORWARD1,37.5,1043.3396928021157,34.71874393567161
5,BC,FORWARD1,37.5,1112.2601738772748,32.47565056002227
8,BC,FORWARD2,37.5,888.7737095885068,30.411354365992004
14,BC,FORWARD2,37.5,950.3879222725957,30.01635719626964
4,BC,FORWARD2,37.5,1066.165353945904,31.242995746554286
14,BC,FORWARD3,37.5,950.3879222725957,30.01635719626964
3,CD,FORWARD1,37.5,1150.3476131455368,32.581267488664686
1,CD,FORWARD1,37.5,1189.043829492556,32.586945559313314
6,CD,FORWARD2,37.5,1147.5327639420946,32.549043131134006
2,CD,FORWARD2,37.5,1231.3279043303105,32.530659305866685
42,AB,FORWARD1,39.5,19.82372900683138,33.23594017738242
38,AB,FORWARD1,39.5,167.9108160053509,33.840167502052914
33,AB,FORWARD1,39.5,332.7066842116211,34.812206697209106
28,AB,FORWARD1,39.5,445.7410911410499,33.96833135013029
24,AB,FORWARD1,39.5,614.9541798738561,33.25540145720048
22,AB,FORWARD1,39.5,675.8231867059353,34.002601040415286
18,AB,FORWARD1,39.5,767.3616718018495,31.57917119207998
17,AB,FORWARD1,39.5,811.7857024358595,31.431517541234104
16,AB,FORWARD1,39.5,840.2198997512571,32.71757540180239
40,AB,FORWARD2,39.5,105.9550882297659,31.51608093735069
37,AB,FORWARD2,39.5,194.1145214377988,33.05622324349946
35,AB,FORWARD2,39.5,270.5185628570313,31.741563938434272
32,AB,FORWARD2,39.5,314.4166054644414,32.1066657875293
31,AB,FORWARD2,39.5,358.915645043276,32.376456918182264
29,AB,FORWARD2,39.5,404.6082118036332,32.778748296668624
27,AB,FORWARD2,39.5,450.14961340070516,32.95011087981711
21,AB,FORWARD2,39.5,642.3611276689109,31.445441838277326
18,AB,FORWARD2,39.5,767.3616718018495,31.57917119207998
17,AB,FORWARD2,39.5,811.7857024358595,31.431517541234104
12,AB,FORWARD2,39.5,863.1814282004877,30.301633903001466
13,BC,FORWARD1,39.5,897.1383516584472,31.401847403709596
11,BC,FORWARD1,39.5,941.5616736268321,31.42969532256942
9,BC,FORWARD1,39.5,1013.8116441103698,32.73047273960219
7,BC,FORWARD1,39.5,1112.4549898344703,34.39019970370512
10,BC,FORWARD2,39.5,905.9384070269373,28.62941185185721
8,BC,FORWARD2,39.5,949.593051210371,30.408158479104227
14,BC,FORWARD2,39.5,1011.4367124413673,31.00355571171947
15,BC,FORWARD3,39.5,914.1791047597667,27.859486610370833
5,CD,FORWARD1,39.5,1177.1652422071131,32.5141107502668
3,CD,FORWARD1,39.5,1215.531871937618,32.60162408273674
1,CD,FORWARD1,39.5,1254.289388060152,32.65530811949174
4,CD,FORWARD2,39.5,1128.649381786112,31.24112927152448
5,CD,FORWARD2,39.5,1177.1652422071131,32.5141107502668
6,CD,FORWARD2,39.5,1213.2001248295019,33.09730107427678
2,CD,FORWARD2,39.5,1296.6981768504725,32.82670076402164
44,AB,FORWARD1,41.5,45.266410617504064,32.6366047156374
42,AB,FORWARD1,41.5,85.92187438982438,32.882105344217436
38,AB,FORWARD1,41.5,235.72311667995007,33.966412367238036
33,AB,FORWARD1,41.5,402.4687706212534,34.94409015990855
28,AB,FORWARD1,41.5,513.7133802722951,34.00235823679459
24,AB,FORWARD1,41.5,681.468154246366,33.258425645286145
22,AB,FORWARD1,41.5,743.8457713893739,34.019198369883895
18,AB,FORWARD1,41.5,830.7985961826085,31.775357693809063
17,AB,FORWARD1,41.5,874.001958838535,29.96140263765298
40,AB,FORWARD2,41.5,168.7738733694087,31.31402925820354
37,AB,FORWARD2,41.5,260.71149645287977,33.5223812243357
35,AB,FORWARD2,41.5,334.2784614718632,32.00824587823347
32,AB,FORWARD2,41.5,378.81779335151384,32.286385836835684
31,AB,FORWARD2,41.5,423.78569173863184,32.48825251312791
29,AB,FORWARD2,41.5,470.27129084959745,32.87966153001046
27,AB,FORWARD2,41.5,516.111987602419,33.009417655456204
21,AB,FORWARD2,41.5,705.253397190758,31.446759624921768
17,BC,FORWARD1,41.5,874.001958838535,29.96140263765298
16,BC,FORWARD1,41.5,905.40513415792,32.47337527946937
13,BC,FORWARD1,41.5,959.9435492370895,31.403391389063838
11,BC,FORWARD1,41.5,1004.4176023408029,31.426403810488136
9,BC,FORWARD1,41.5,1079.2713096998534,32.729253329342455
19,BC,FORWARD2,41.5,892.3761838373428,25.79730284385349
12,BC,FORWARD2,41.5,919.9237402663473,26.443222684911035
10,BC,FORWARD2,41.5,958.3407753802921,25.90912773119719
15,BC,FORWARD2,41.5,970.8010117996128,28.759896314184633
8,BC,FORWARD2,41.5,1010.4069800949931,30.405891809669882
14,BC,FORWARD2,41.5,1074.268859184261,31.800771935773568
19,BC,FORWARD3,41.5,892.3761838373428,25.79730284385349
15,BC,FORWARD3,41.5,970.8010117996128,28.759896314184633
7,CD,FORWARD1,41.5,1180.9801879467802,34.23217358247345
3,CD,FORWARD1,41.5,1280.749145624315,32.61442076263818
1,CD,FORWARD1,41.5,1319.6118521177377,32.70540635984179
4,CD,FORWARD2,41.5,1191.1302340414175,31.239792567661013
5,CD,FORWARD2,41.5,1242.2371318329574,32.60611797304733
6,CD,FORWARD2,41.5,1279.6175624726566,33.216205146470244
1,CD,FORWARD2,41.5,1319.6118521177377,32.70540635984179
2,CD,FORWARD2,41.5,1362.5845975511834,33.04974239995172
45,AB,FORWARD1,43.5,45.60288862112805,32.33850072774787
44,AB,FORWARD1,43.5,110.18066147620816,32.31993182245282
42,AB,FORWARD1,43.5,151.42455213495867,32.63411371632953
38,AB,FORWARD1,43.5,303.7545357317176,34.06068986996229
33,AB,FORWARD1,43.5,472.46075162221626,35.043481295179966
28,AB,FORWARD1,43.5,581.7444463074668,34.02752160836113
24,AB,FORWARD1,43.5,747.987326454171,33.26063876228359
22,AB,FORWARD1,43.5,811.8970011962966,34.03145094000987
46,AB,FORWARD2,43.5,33.63018243487326,31.440005103286612
40,AB,FORWARD2,43.5,231.25265676292835,31.172545023199795
37,AB,FORWARD2,43.5,328.13132946951566,33.88268426442366
35,AB,FORWARD2,43.5,398.5089405412503,32.21325130586051
32,AB,FORWARD2,43.5,443.5305304069478,32.42008109877067
31,AB,FORWARD2,43.5,488.8483569718092,32.57045068985122
29,AB,FORWARD2,43.5,536.1090491809931,32.95461074933958
27,AB,FORWARD2,43.5,582.1764928573454,33.05298658836106
21,AB,FORWARD2,43.5,768.1479115719235,31.447705880108916
18,BC,FORWARD1,43.5,893.2629742613739,31.04864766958262
17,BC,FORWARD1,43.5,934.7378888903365,30.74596145989755
16,BC,FORWARD1,43.5,970.1405319729827,32.268248225084065
13,BC,FORWARD1,43.5,1022.7520222229055,31.4050910984142
11,BC,FORWARD1,43.5,1067.267926005431,31.424042097170776
20,BC,FORWARD2,43.5,889.1175648727015,27.170186346277532
19,BC,FORWARD2,43.5,944.7951595989506,26.49694313109827
12,BC,FORWARD2,43.5,972.6046830532366,26.524825040221895
10,BC,FORWARD2,43.5,1011.5773050508317,27.290154564290848
15,BC,FORWARD2,43.5,1029.111498717582,29.593637372412505
8,BC,FORWARD2,43.5,1071.217069856228,30.40428404659329
20,BC,FORWARD3,43.5,889.1175648727015,27.170186346277532
19,BC,FORWARD3,43.5,944.7951595989506,26.49694313109827
9,CD,FORWARD1,43.5,1144.728885087678,32.7283660600934
7,CD,FORWARD1,43.5,1249.6349181229837,34.4145931070524
3,CD,FORWARD1,43.5,1345.9910220808558,32.65316608141723
14,CD,FORWARD2,43.5,1138.5263738999297,32.43304752617159
4,CD,FORWARD2,43.5,1253.6088120009554,31.238835221875725
5,CD,FORWARD2,43.5,1307.5730266180142,32.724196355471705
6,CD,FORWARD2,43.5,1345.9433683986797,33.10371648135301
1,CD,FORWARD2,43.5,1385.020344182325,32.742062182634065
2,CD,FORWARD2,43.5,1428.8586769543185,33.216724807289296
45,AB,FORWARD1,45.5,110.0898977606945,32.158257588280215
44,AB,FORWARD1,45.5,174.65117634242378,32.16459004681906
42,AB,FORWARD1,45.5,216.5080404628849,32.45875180174401
38,AB,FORWARD1,45.5,371.94937326493476,34.130907557409486
33,AB,FORWARD1,45.5,542.6257619980549,35.11818824600089
28,AB,FORWARD1,45.5,649.8189629120575,34.04611662718999
24,AB,FORWARD1,45.5,814.5103023366214,33.26225822219059
47,AB,FORWARD2,45.5,13.997995525629232,31.7600183154449
46,AB,FORWARD2,45.5,96.90265771610844,31.816133790634957
40,AB,FORWARD2,45.5,293.49272476085304,31.072939701780523
37,AB,FORWARD2,45.5,396.16283355954516,34.10792734601093
35,AB,FORWARD2,45.5,463.09596229518013,32.366638260941755
32,AB,FORWARD2,45.5,508.4741374875499,32.51882687997446
31,AB,FORWARD2,45.5,554.0524659666523,32.630732202937814
29,AB,FORWARD2,45.5,602.0764742472688,33.01022432340868
27,AB,FORWARD2,45.5,648.3159775154761,33.084950996835566
21,AB,FORWARD2,45.5,831.0440378794345,31.448385329446484
22,BC,FORWARD1,45.5,879.9693737979921,34.04049284818513
18,BC,FORWARD1,45.5,955.618336637215,31.353146793311907
17,BC,FORWARD1,45.5,996.8698302511118,31.361869327957024
16,BC,FORWARD1,45.5,1034.5042295710261,32.10098498835748
13,BC,FORWARD1,45.5,1085.5639096420223,31.406786985096595
