meanHeadwayTime,meanHeadwayDistance,meanTravelTime,meanSpeed,meanDensity,meanFlow
1.098034040077541,36.59179316964629,58.34908333226317,33.29396546521445,2.1489798866224831E-4,0.007154806213064941
1.0969904297344781,36.56417515361885,58.244595545604035,26.526247507761344,7.389666432779242E-4,0.0196020120795698
1.096171226294585,36.54553145827029,57.72193622948881,25.773997183216895,0.0013376002347939902,0.034475304683850565
1.168352628373104,38.94508761243681,58.293689536171996,26.190592381472605,0.002081312073481696,0.05451079613519666
1.1791435232506835,39.30478410835612,58.44926456749843,26.76824175591135,0.0029624321244844576,0.07929909929367802
1.1681383238396499,38.940586629973865,58.403185168014865,26.907277882980097,0.0037489363731882295,0.10087367275898726
1.179036755453811,39.30088309389498,58.54516356205829,27.142771904104006,0.004666886086153783,0.1266722245389088
1.1670536516610452,38.917430917193116,58.564839677660004,27.19048617460049,0.005469297717845313,0.148712863981847
1.178532672104547,39.28218989129275,60.186972473071705,27.432967597473425,0.006352384314371406,0.17426475306284922
1.1662684394870537,38.9032828126063,58.67436911351034,27.651654792388733,0.007201269683677088,0.19912702335993324
1.1784786708619905,39.27864160943756,58.51470687365756,28.046524410643524,0.008450427477608883,0.23700512053113032
1.180553131158029,39.35177103860097,61.26093630328751,28.320782752362856,0.009535825901942525,0.27006205373326886
1.1800605575352143,39.33068328365253,58.784943392849755,28.464619740014875,0.010488539981270433,0.2985523021948056
1.0949817411643712,36.53452751861474,61.38860113318579,28.493630386548478,0.011364762339266232,0.32382333752601805
1.1658492249175683,38.900443338921164,58.896010924952236,28.886669830264196,0.012069734335752346,0.3486544306958812
1.1835018005463973,39.3709266179584,59.92206130004382,28.943173611573204,0.012968648992740774,0.3753538593044502
1.1828653546324002,39.34076460030356,59.00585370729395,28.855430245182863,0.01350268363136134,0.38962574564751956
1.6049083376695752,8.880214457462955,62.47804949257013,28.66879041019866,0.014360227778182653,0.4116903604154313
1.0939202662414507,36.50499043864848,59.11623432723912,28.761110762080197,0.014963869435317185,0.430377506258464
1.1654960240107346,38.898976576838805,62.60769220601818,28.914396564413316,0.015479082288509567,0.44756832374315203
1.1886417647584184,39.44384054733061,59.440417589154755,28.933467924615762,0.01640419500103962,0.47463024989172203
1.1879647498834185,39.398785464457276,61.435487398520415,28.99109791650763,0.017007756359247353,0.4930735299510453
1.6307233090590105,8.894128028333455,59.55062937182728,28.996045544464724,0.017523061691490795,0.5080994948849321
1.1824085679353176,39.1831827796492,63.69254635462493,28.87775496637208,0.018373980294147663,0.5305993006913454
1.0927666053718232,36.47192874133202,59.66164599253145,28.84888285126232,0.018835409995939065,0.5433805364283414
1.1651156523188213,38.895834274316925,61.45567970651074,28.641749823150914,0.01957423707282972,0.5606404012190347
1.1935691357168428,39.553023921604606,64.83379835342613,28.385704947866454,0.020256921616087692,0.5750070001463233
1.1928489412576844,39.493727663024835,59.77334302564226,28.218027577546938,0.02105142181947002,0.5940296014483784
1.6642122455983892,8.952003813059937,64.9716055635412,28.16716891482686,0.021612544680794793,0.6087641967031897
1.1824087825390686,39.183182779696054,59.8851959784256,28.0155419153871,0.02199473423251343,0.6161943988087796
1.1828125661125377,39.16061014808193,62.9355538528759,27.56651140002698,0.022241540700892643,0.6131216852853211
1.0916557744093887,36.436402087855384,59.99666440667056,27.21512233071517,0.022509521003106343,0.6125993677053416
1.1646862527944952,38.890342436539896,66.11337016494701,26.85860126730136,0.022656707173378754,0.6085274639997864
1.1983007827835488,39.68310780609937,60.34347268203324,26.574937668389605,0.022796062417876847,0.605803937839796
1.1975395808840976,39.610251182426964,62.98740744063197,26.377739760138436,0.022864717156126573,0.6031195588334793
1.7203377117823742,9.193430879680475,60.45760791647797,26.183891109469094,0.022958051375663455,0.601131117305969
1.1874252372110679,39.20749243637699,67.2907583457917,26.04352621886457,0.023057305401895198,0.6004935377706253
1.187620203829621,39.18136862290915,60.59526709602413,25.828520369467505,0.023179856731090163,0.5987014017403007
1.0907973171294272,36.4012167131834,67.43742577318348,25.80671542597784,0.023109642071220956,0.5963839565282043
1.1641329603086958,38.88005209595272,60.70819370630906,25.793472217556186,0.023170344141559465,0.5976436278865298
1.2028374094051342,39.824300655459226,64.62381952581568,25.5922509730389,0.02329662331376907,0.5962130306703272
1.2020400181841864,39.73861093719873,68.61505974832086,25.25031101475688,0.02349709692460468,0.5933090052901555
1.7918321808493445,9.73376294536291,60.82136416333505,25.002272003338845,0.023718391570033883,0.5930136775156862
1.1923179266836013,39.27413125632518,60.93423593289086,24.862608383006922,0.023592344570797605,0.5865672239007004
1.1924383320503058,39.240471975662466,68.76612260441651,24.642616154572142,0.02373910661605162,0.5849936921918241
1.1822163244990231,38.90623296765744,66.1585692139841,24.26755759548397,0.023994427992877126,0.5822861632878386
1.1822725140377564,38.865132312690065,61.26389477483404,23.734075761265895,0.02445535464975839,0.5804252400259918
1.0901826877137983,36.36938381721791,69.96060407812601,23.461868791038036,0.024351175683049845,0.5713240887832315
1.1633741528328254,38.86228298329456,61.431081634225464,22.905321533528916,0.024781911680250356,0.5676376552516502
1.2071772633505873,39.97028281813226,66.2579118065035,22.616187994680082,0.02466170488857388,0.5577537540293077
1.2063498794837382,39.87252606433967,61.946094529930036,22.544885141990818,0.024397423643256616,0.5500371137977116
1.9238828129020331,10.551059421058225,71.16483720053445,22.360017520168,0.024299133119943597,0.5433290422868333
1.1970802372551477,39.371659317867596,62.06557388912997,22.10884136940686,0.02442961496758546,0.5401104820340344
1.1971289231111562,39.3283538919743,71.32237338901842,21.952650397135773,0.024326187777316603,0.5340242957705087
1.184036882181122,38.90907073680167,62.18190382269607,21.8303457470787,0.023965030349172665,0.5231648983616735
1.1839863285094683,38.86746005799084,71.47962586738696,21.635406849713544,0.024015594639818057,0.5195871607702635
1.6394110327738758,8.9951195323722,62.301653965324384,21.255145432987472,0.024358911556507143,0.5177522077228386
1.0898003936260532,36.3426654749332,66.69757295808787,20.973909283115198,0.024433653672258356,0.5124692355770013
1.1623650182394814,38.835579534034366,72.70191748556002,20.774994785865758,0.02427338680141233,0.5042794842346439
