criticalTtc,laneChangesToRightBeforeRamp,laneChangesToRightOnRamp,laneChangesToRightAfterRamp,laneChangesToLeftBeforeRamp,laneChangesToLeftOnRamp,laneChangesToLeftAfterRamp,meanHeadwayTime,meanHeadwayDistance,meanTravelTime,meanSpeed,meanDensity,meanFlow
584710,24,9,215,26,408,0,NaN,NaN,177.53352480296687,10.544491233137393,0.03948719623650217,0.38390972409008817
