criticalTtc,laneChangesToRightBeforeRamp,laneChangesToRightOnRamp,laneChangesToRightAfterRamp,laneChangesToLeftBeforeRamp,laneChangesToLeftOnRamp,laneChangesToLeftAfterRamp,meanHeadwayTime,meanHeadwayDistance,meanTravelTime,meanSpeed,meanDensity,meanFlow
571633,74,25,203,32,435,0,NaN,NaN,181.04850099756248,10.516409708421383,0.03958888538792647,0.3702968091383733
